state,state_abbreviation,county,party,candidate,votes,fraction_votes
Massachusetts,MA,Haverhill,Democrat, No Preference,106,0.011000000000000000
Massachusetts,MA,Haverhill,Democrat,Bernie Sanders,5461,0.547
Massachusetts,MA,Haverhill,Democrat,Hillary Clinton,4369,0.43800000000000000
Massachusetts,MA,Hawley,Democrat, No Preference,0,0.0
Massachusetts,MA,Hawley,Democrat,Bernie Sanders,52,0.675
Massachusetts,MA,Hawley,Democrat,Hillary Clinton,24,0.312
Massachusetts,MA,Heath,Democrat, No Preference,1,0.006
Massachusetts,MA,Heath,Democrat,Bernie Sanders,136,0.7510000000000000
Massachusetts,MA,Heath,Democrat,Hillary Clinton,44,0.243
Massachusetts,MA,Hingham,Democrat, No Preference,22,0.005
Massachusetts,MA,Hingham,Democrat,Bernie Sanders,1810,0.396
Massachusetts,MA,Hingham,Democrat,Hillary Clinton,2720,0.595
Massachusetts,MA,Hinsdale,Democrat, No Preference,4,0.01
Massachusetts,MA,Hinsdale,Democrat,Bernie Sanders,226,0.5430000000000000
Massachusetts,MA,Hinsdale,Democrat,Hillary Clinton,184,0.442
Massachusetts,MA,Holbrook,Democrat, No Preference,8,0.004
Massachusetts,MA,Holbrook,Democrat,Bernie Sanders,910,0.493
Massachusetts,MA,Holbrook,Democrat,Hillary Clinton,914,0.495
Massachusetts,MA,Holden,Democrat, No Preference,20,0.006
Massachusetts,MA,Holden,Democrat,Bernie Sanders,1915,0.556
Massachusetts,MA,Holden,Democrat,Hillary Clinton,1491,0.433
Massachusetts,MA,Holland,Democrat, No Preference,0,0.0
Massachusetts,MA,Holland,Democrat,Bernie Sanders,193,0.639
Massachusetts,MA,Holland,Democrat,Hillary Clinton,105,0.348
Massachusetts,MA,Holliston,Democrat, No Preference,15,0.005
Massachusetts,MA,Holliston,Democrat,Bernie Sanders,1591,0.511
Massachusetts,MA,Holliston,Democrat,Hillary Clinton,1500,0.48200000000000000
Massachusetts,MA,Holyoke,Democrat, No Preference,35,0.006
Massachusetts,MA,Holyoke,Democrat,Bernie Sanders,3110,0.489
Massachusetts,MA,Holyoke,Democrat,Hillary Clinton,3158,0.496
Massachusetts,MA,Hopedale,Democrat, No Preference,9,0.008
Massachusetts,MA,Hopedale,Democrat,Bernie Sanders,584,0.541
Massachusetts,MA,Hopedale,Democrat,Hillary Clinton,480,0.445
Massachusetts,MA,Hopkinton,Democrat, No Preference,8,0.003
Massachusetts,MA,Hopkinton,Democrat,Bernie Sanders,1248,0.461
Massachusetts,MA,Hopkinton,Democrat,Hillary Clinton,1435,0.53
Massachusetts,MA,Hubbardston,Democrat, No Preference,5,0.007000000000000000
Massachusetts,MA,Hubbardston,Democrat,Bernie Sanders,460,0.631
Massachusetts,MA,Hubbardston,Democrat,Hillary Clinton,263,0.361
Massachusetts,MA,Hudson,Democrat, No Preference,21,0.006
Massachusetts,MA,Hudson,Democrat,Bernie Sanders,1842,0.505
Massachusetts,MA,Hudson,Democrat,Hillary Clinton,1763,0.484
Massachusetts,MA,Hull,Democrat, No Preference,27,0.011000000000000000
Massachusetts,MA,Hull,Democrat,Bernie Sanders,1219,0.503
Massachusetts,MA,Hull,Democrat,Hillary Clinton,1166,0.48100000000000000
Massachusetts,MA,Huntington,Democrat, No Preference,0,0.0
Massachusetts,MA,Huntington,Democrat,Bernie Sanders,246,0.6630000000000000
Massachusetts,MA,Huntington,Democrat,Hillary Clinton,117,0.315
Massachusetts,MA,Ipswich,Democrat, No Preference,13,0.004
Massachusetts,MA,Ipswich,Democrat,Bernie Sanders,1745,0.557
Massachusetts,MA,Ipswich,Democrat,Hillary Clinton,1365,0.436
Massachusetts,MA,Kingston,Democrat, No Preference,14,0.007000000000000000
Massachusetts,MA,Kingston,Democrat,Bernie Sanders,1174,0.5540000000000000
Massachusetts,MA,Kingston,Democrat,Hillary Clinton,921,0.434
Massachusetts,MA,Lakeville,Democrat, No Preference,9,0.006
Massachusetts,MA,Lakeville,Democrat,Bernie Sanders,834,0.575
Massachusetts,MA,Lakeville,Democrat,Hillary Clinton,602,0.415
Massachusetts,MA,Lancaster,Democrat, No Preference,4,0.003
Massachusetts,MA,Lancaster,Democrat,Bernie Sanders,664,0.56
Massachusetts,MA,Lancaster,Democrat,Hillary Clinton,513,0.433
Massachusetts,MA,Lanesborough,Democrat, No Preference,4,0.007000000000000000
Massachusetts,MA,Lanesborough,Democrat,Bernie Sanders,356,0.588
Massachusetts,MA,Lanesborough,Democrat,Hillary Clinton,245,0.405
Massachusetts,MA,Lawrence,Democrat, No Preference,35,0.004
Massachusetts,MA,Lawrence,Democrat,Bernie Sanders,2552,0.27900000000000000
Massachusetts,MA,Lawrence,Democrat,Hillary Clinton,6495,0.71
Massachusetts,MA,Lee,Democrat, No Preference,11,0.01
Massachusetts,MA,Lee,Democrat,Bernie Sanders,587,0.526
Massachusetts,MA,Lee,Democrat,Hillary Clinton,515,0.461
Massachusetts,MA,Leicester,Democrat, No Preference,22,0.013000000000000000
Massachusetts,MA,Leicester,Democrat,Bernie Sanders,967,0.5590000000000000
Massachusetts,MA,Leicester,Democrat,Hillary Clinton,723,0.418
Massachusetts,MA,Lenox,Democrat, No Preference,8,0.006
Massachusetts,MA,Lenox,Democrat,Bernie Sanders,640,0.46300000000000000
Massachusetts,MA,Lenox,Democrat,Hillary Clinton,735,0.531
Massachusetts,MA,Leominster,Democrat, No Preference,40,0.007000000000000000
Massachusetts,MA,Leominster,Democrat,Bernie Sanders,2893,0.529
Massachusetts,MA,Leominster,Democrat,Hillary Clinton,2506,0.45900000000000000
Massachusetts,MA,Leverett,Democrat, No Preference,0,0.0
Massachusetts,MA,Leverett,Democrat,Bernie Sanders,526,0.66
Massachusetts,MA,Leverett,Democrat,Hillary Clinton,269,0.33800000000000000
Massachusetts,MA,Lexington,Democrat, No Preference,27,0.003
Massachusetts,MA,Lexington,Democrat,Bernie Sanders,3328,0.36200000000000000
Massachusetts,MA,Lexington,Democrat,Hillary Clinton,5809,0.633
Massachusetts,MA,Leyden,Democrat, No Preference,1,0.004
Massachusetts,MA,Leyden,Democrat,Bernie Sanders,181,0.7040000000000000
Massachusetts,MA,Leyden,Democrat,Hillary Clinton,74,0.28800000000000000
Massachusetts,MA,Lincoln,Democrat, No Preference,2,0.001
Massachusetts,MA,Lincoln,Democrat,Bernie Sanders,757,0.39900000000000000
Massachusetts,MA,Lincoln,Democrat,Hillary Clinton,1136,0.599
Massachusetts,MA,Littleton,Democrat, No Preference,8,0.004
Massachusetts,MA,Littleton,Democrat,Bernie Sanders,1199,0.5380000000000000
Massachusetts,MA,Littleton,Democrat,Hillary Clinton,1017,0.456
Massachusetts,MA,Longmeadow,Democrat, No Preference,27,0.009000000000000000
Massachusetts,MA,Longmeadow,Democrat,Bernie Sanders,1267,0.424
Massachusetts,MA,Longmeadow,Democrat,Hillary Clinton,1680,0.562
Massachusetts,MA,Lowell,Democrat, No Preference,99,0.007000000000000000
Massachusetts,MA,Lowell,Democrat,Bernie Sanders,6836,0.473
Massachusetts,MA,Lowell,Democrat,Hillary Clinton,7412,0.512
Massachusetts,MA,Ludlow,Democrat, No Preference,53,0.017
Massachusetts,MA,Ludlow,Democrat,Bernie Sanders,1553,0.505
Massachusetts,MA,Ludlow,Democrat,Hillary Clinton,1442,0.469
Massachusetts,MA,Lunenburg,Democrat, No Preference,7,0.004
Massachusetts,MA,Lunenburg,Democrat,Bernie Sanders,1086,0.586
Massachusetts,MA,Lunenburg,Democrat,Hillary Clinton,752,0.406
Massachusetts,MA,Lynn,Democrat, No Preference,101,0.009000000000000000
Massachusetts,MA,Lynn,Democrat,Bernie Sanders,5580,0.47200000000000000
Massachusetts,MA,Lynn,Democrat,Hillary Clinton,6068,0.514
Massachusetts,MA,Lynnfield,Democrat, No Preference,18,0.01
Massachusetts,MA,Lynnfield,Democrat,Bernie Sanders,859,0.457
Massachusetts,MA,Lynnfield,Democrat,Hillary Clinton,991,0.528
Massachusetts,MA,Malden,Democrat, No Preference,82,0.009000000000000000
Massachusetts,MA,Malden,Democrat,Bernie Sanders,4371,0.48200000000000000
Massachusetts,MA,Malden,Democrat,Hillary Clinton,4549,0.502
Massachusetts,MA,Manchester,Democrat, No Preference,5,0.004
Massachusetts,MA,Manchester,Democrat,Bernie Sanders,605,0.48200000000000000
Massachusetts,MA,Manchester,Democrat,Hillary Clinton,641,0.511
Massachusetts,MA,Mansfield,Democrat, No Preference,22,0.006
Massachusetts,MA,Mansfield,Democrat,Bernie Sanders,1977,0.534
Massachusetts,MA,Mansfield,Democrat,Hillary Clinton,1688,0.456
Massachusetts,MA,Marblehead,Democrat, No Preference,18,0.004
Massachusetts,MA,Marblehead,Democrat,Bernie Sanders,2154,0.441
Massachusetts,MA,Marblehead,Democrat,Hillary Clinton,2701,0.5530000000000000
Massachusetts,MA,Marion,Democrat, No Preference,4,0.004
Massachusetts,MA,Marion,Democrat,Bernie Sanders,510,0.488
Massachusetts,MA,Marion,Democrat,Hillary Clinton,530,0.507
Massachusetts,MA,Marlborough,Democrat, No Preference,39,0.006
Massachusetts,MA,Marlborough,Democrat,Bernie Sanders,3060,0.49700000000000000
Massachusetts,MA,Marlborough,Democrat,Hillary Clinton,3026,0.491
Massachusetts,MA,Marshfield,Democrat, No Preference,0,0.0
Massachusetts,MA,Marshfield,Democrat,Bernie Sanders,2383,0.529
Massachusetts,MA,Marshfield,Democrat,Hillary Clinton,2093,0.465
Massachusetts,MA,Mashpee,Democrat, No Preference,20,0.008
Massachusetts,MA,Mashpee,Democrat,Bernie Sanders,1184,0.479
Massachusetts,MA,Mashpee,Democrat,Hillary Clinton,1252,0.507
Massachusetts,MA,Mattapoisett,Democrat, No Preference,7,0.005
Massachusetts,MA,Mattapoisett,Democrat,Bernie Sanders,707,0.525
Massachusetts,MA,Mattapoisett,Democrat,Hillary Clinton,628,0.467
Massachusetts,MA,Maynard,Democrat, No Preference,47,0.017
Massachusetts,MA,Maynard,Democrat,Bernie Sanders,1478,0.529
Massachusetts,MA,Maynard,Democrat,Hillary Clinton,1260,0.451
Massachusetts,MA,Medfield,Democrat, No Preference,11,0.005
Massachusetts,MA,Medfield,Democrat,Bernie Sanders,1143,0.47200000000000000
Massachusetts,MA,Medfield,Democrat,Hillary Clinton,1255,0.518
Massachusetts,MA,Medford,Democrat, No Preference,93,0.007000000000000000
Massachusetts,MA,Medford,Democrat,Bernie Sanders,6650,0.489
Massachusetts,MA,Medford,Democrat,Hillary Clinton,6771,0.498
Massachusetts,MA,Medway,Democrat, No Preference,4,0.002
Massachusetts,MA,Medway,Democrat,Bernie Sanders,1203,0.519
Massachusetts,MA,Medway,Democrat,Hillary Clinton,1088,0.47
Massachusetts,MA,Melrose,Democrat, No Preference,42,0.006
Massachusetts,MA,Melrose,Democrat,Bernie Sanders,3265,0.467
Massachusetts,MA,Melrose,Democrat,Hillary Clinton,3642,0.521
Massachusetts,MA,Mendon,Democrat, No Preference,4,0.004
Massachusetts,MA,Mendon,Democrat,Bernie Sanders,483,0.5430000000000000
Massachusetts,MA,Mendon,Democrat,Hillary Clinton,399,0.44800000000000000
Massachusetts,MA,Merrimac,Democrat, No Preference,5,0.004
Massachusetts,MA,Merrimac,Democrat,Bernie Sanders,778,0.615
Massachusetts,MA,Merrimac,Democrat,Hillary Clinton,473,0.374
Massachusetts,MA,Methuen,Democrat, No Preference,111,0.016
Massachusetts,MA,Methuen,Democrat,Bernie Sanders,3409,0.488
Massachusetts,MA,Methuen,Democrat,Hillary Clinton,3408,0.488
Massachusetts,MA,Middleborough,Democrat, No Preference,34,0.011000000000000000
Massachusetts,MA,Middleborough,Democrat,Bernie Sanders,1795,0.5660000000000000
Massachusetts,MA,Middleborough,Democrat,Hillary Clinton,1319,0.41600000000000000
Massachusetts,MA,Middlefield,Democrat, No Preference,2,0.015
Massachusetts,MA,Middlefield,Democrat,Bernie Sanders,74,0.561
Massachusetts,MA,Middlefield,Democrat,Hillary Clinton,56,0.424
Massachusetts,MA,Middleton,Democrat, No Preference,14,0.011000000000000000
Massachusetts,MA,Middleton,Democrat,Bernie Sanders,648,0.48700000000000000
Massachusetts,MA,Middleton,Democrat,Hillary Clinton,656,0.493
Massachusetts,MA,Milford,Democrat, No Preference,49,0.011000000000000000
Massachusetts,MA,Milford,Democrat,Bernie Sanders,2088,0.488
Massachusetts,MA,Milford,Democrat,Hillary Clinton,2118,0.495
Massachusetts,MA,Millbury,Democrat, No Preference,24,0.013000000000000000
Massachusetts,MA,Millbury,Democrat,Bernie Sanders,1027,0.535
Massachusetts,MA,Millbury,Democrat,Hillary Clinton,856,0.446
Massachusetts,MA,Millis,Democrat, No Preference,6,0.004
Massachusetts,MA,Millis,Democrat,Bernie Sanders,873,0.511
Massachusetts,MA,Millis,Democrat,Hillary Clinton,820,0.48
Massachusetts,MA,Millville,Democrat, No Preference,3,0.008
Massachusetts,MA,Millville,Democrat,Bernie Sanders,234,0.6460000000000000
Massachusetts,MA,Millville,Democrat,Hillary Clinton,123,0.34
Massachusetts,MA,Milton,Democrat, No Preference,62,0.009000000000000000
Massachusetts,MA,Milton,Democrat,Bernie Sanders,3196,0.445
Massachusetts,MA,Milton,Democrat,Hillary Clinton,3871,0.539
Massachusetts,MA,Monroe,Democrat, No Preference,0,0.0
Massachusetts,MA,Monroe,Democrat,Bernie Sanders,11,0.688
Massachusetts,MA,Monroe,Democrat,Hillary Clinton,5,0.313
Massachusetts,MA,Monson,Democrat, No Preference,13,0.01
Massachusetts,MA,Monson,Democrat,Bernie Sanders,850,0.637
Massachusetts,MA,Monson,Democrat,Hillary Clinton,462,0.34600000000000000
Massachusetts,MA,Montague,Democrat, No Preference,4,0.002
Massachusetts,MA,Montague,Democrat,Bernie Sanders,1620,0.706
Massachusetts,MA,Montague,Democrat,Hillary Clinton,650,0.28300000000000000
Massachusetts,MA,Monterey,Democrat, No Preference,1,0.004
Massachusetts,MA,Monterey,Democrat,Bernie Sanders,148,0.556
Massachusetts,MA,Monterey,Democrat,Hillary Clinton,115,0.43200000000000000
Massachusetts,MA,Montgomery,Democrat, No Preference,0,0.0
Massachusetts,MA,Montgomery,Democrat,Bernie Sanders,95,0.617
Massachusetts,MA,Montgomery,Democrat,Hillary Clinton,58,0.377
Massachusetts,MA,Mount Washington,Democrat, No Preference,0,0.0
Massachusetts,MA,Mount Washington,Democrat,Bernie Sanders,35,0.6730000000000000
Massachusetts,MA,Mount Washington,Democrat,Hillary Clinton,17,0.327
Massachusetts,MA,Nahant,Democrat, No Preference,5,0.005
Massachusetts,MA,Nahant,Democrat,Bernie Sanders,467,0.47700000000000000
Massachusetts,MA,Nahant,Democrat,Hillary Clinton,498,0.508
Massachusetts,MA,Nantucket,Democrat, No Preference,10,0.005
Massachusetts,MA,Nantucket,Democrat,Bernie Sanders,1051,0.514
Massachusetts,MA,Nantucket,Democrat,Hillary Clinton,979,0.478
Massachusetts,MA,Natick,Democrat, No Preference,46,0.006
Massachusetts,MA,Natick,Democrat,Bernie Sanders,3642,0.43800000000000000
Massachusetts,MA,Natick,Democrat,Hillary Clinton,4586,0.552
Massachusetts,MA,Needham,Democrat, No Preference,28,0.004
Massachusetts,MA,Needham,Democrat,Bernie Sanders,2650,0.34600000000000000
Massachusetts,MA,Needham,Democrat,Hillary Clinton,4954,0.647
Massachusetts,MA,New Ashford,Democrat, No Preference,0,0.0
Massachusetts,MA,New Ashford,Democrat,Bernie Sanders,34,0.5760000000000000
Massachusetts,MA,New Ashford,Democrat,Hillary Clinton,25,0.424
Massachusetts,MA,New Bedford,Democrat, No Preference,124,0.01
Massachusetts,MA,New Bedford,Democrat,Bernie Sanders,5462,0.44300000000000000
Massachusetts,MA,New Bedford,Democrat,Hillary Clinton,6680,0.541
Massachusetts,MA,New Braintree,Democrat, No Preference,0,0.0
Massachusetts,MA,New Braintree,Democrat,Bernie Sanders,108,0.6510000000000000
Massachusetts,MA,New Braintree,Democrat,Hillary Clinton,56,0.337
Massachusetts,MA,New Marlborough,Democrat, No Preference,0,0.0
Massachusetts,MA,New Marlborough,Democrat,Bernie Sanders,177,0.49700000000000000
Massachusetts,MA,New Marlborough,Democrat,Hillary Clinton,178,0.5
Massachusetts,MA,New Salem,Democrat, No Preference,0,0.0
Massachusetts,MA,New Salem,Democrat,Bernie Sanders,194,0.727
Massachusetts,MA,New Salem,Democrat,Hillary Clinton,73,0.273
Massachusetts,MA,Newbury,Democrat, No Preference,6,0.004
Massachusetts,MA,Newbury,Democrat,Bernie Sanders,860,0.546
Massachusetts,MA,Newbury,Democrat,Hillary Clinton,705,0.44800000000000000
Massachusetts,MA,Newburyport,Democrat, No Preference,13,0.003
Massachusetts,MA,Newburyport,Democrat,Bernie Sanders,2349,0.508
Massachusetts,MA,Newburyport,Democrat,Hillary Clinton,2251,0.48700000000000000
Massachusetts,MA,Newton,Democrat, No Preference,62,0.003
Massachusetts,MA,Newton,Democrat,Bernie Sanders,8489,0.365
Massachusetts,MA,Newton,Democrat,Hillary Clinton,14640,0.63
Massachusetts,MA,Norfolk,Democrat, No Preference,6,0.003
Massachusetts,MA,Norfolk,Democrat,Bernie Sanders,956,0.5530000000000000
Massachusetts,MA,Norfolk,Democrat,Hillary Clinton,760,0.439
Massachusetts,MA,North Adams,Democrat, No Preference,20,0.009000000000000000
Massachusetts,MA,North Adams,Democrat,Bernie Sanders,1334,0.5770000000000000
Massachusetts,MA,North Adams,Democrat,Hillary Clinton,953,0.41200000000000000
Massachusetts,MA,North Andover,Democrat, No Preference,40,0.009000000000000000
Massachusetts,MA,North Andover,Democrat,Bernie Sanders,2176,0.47700000000000000
Massachusetts,MA,North Andover,Democrat,Hillary Clinton,2314,0.508
Massachusetts,MA,North Attleborough,Democrat, No Preference,31,0.008
Massachusetts,MA,North Attleborough,Democrat,Bernie Sanders,2067,0.55
Massachusetts,MA,North Attleborough,Democrat,Hillary Clinton,1637,0.435
Massachusetts,MA,North Brookfield,Democrat, No Preference,8,0.012
Massachusetts,MA,North Brookfield,Democrat,Bernie Sanders,471,0.682
Massachusetts,MA,North Brookfield,Democrat,Hillary Clinton,209,0.302
Massachusetts,MA,North Reading,Democrat, No Preference,27,0.011000000000000000
Massachusetts,MA,North Reading,Democrat,Bernie Sanders,1332,0.521
Massachusetts,MA,North Reading,Democrat,Hillary Clinton,1185,0.46400000000000000
Massachusetts,MA,Northampton,Democrat, No Preference,20,0.002
Massachusetts,MA,Northampton,Democrat,Bernie Sanders,6492,0.624
Massachusetts,MA,Northampton,Democrat,Hillary Clinton,3864,0.37200000000000000
Massachusetts,MA,Northborough,Democrat, No Preference,13,0.004
Massachusetts,MA,Northborough,Democrat,Bernie Sanders,1577,0.528
Massachusetts,MA,Northborough,Democrat,Hillary Clinton,1384,0.46300000000000000
Massachusetts,MA,Northbridge,Democrat, No Preference,16,0.008
Massachusetts,MA,Northbridge,Democrat,Bernie Sanders,1065,0.562
Massachusetts,MA,Northbridge,Democrat,Hillary Clinton,802,0.423
Massachusetts,MA,Northfield,Democrat, No Preference,2,0.003
Massachusetts,MA,Northfield,Democrat,Bernie Sanders,549,0.743
Massachusetts,MA,Northfield,Democrat,Hillary Clinton,187,0.253
Massachusetts,MA,Norton,Democrat, No Preference,15,0.006
Massachusetts,MA,Norton,Democrat,Bernie Sanders,1409,0.5380000000000000
Massachusetts,MA,Norton,Democrat,Hillary Clinton,1186,0.452
Massachusetts,MA,Norwell,Democrat, No Preference,17,0.009000000000000000
Massachusetts,MA,Norwell,Democrat,Bernie Sanders,936,0.499
Massachusetts,MA,Norwell,Democrat,Hillary Clinton,908,0.484
Massachusetts,MA,Norwood,Democrat, No Preference,61,0.011000000000000000
Massachusetts,MA,Norwood,Democrat,Bernie Sanders,2774,0.48200000000000000
Massachusetts,MA,Norwood,Democrat,Hillary Clinton,2868,0.498
Massachusetts,MA,Oak Bluffs,Democrat, No Preference,2,0.002
Massachusetts,MA,Oak Bluffs,Democrat,Bernie Sanders,639,0.521
Massachusetts,MA,Oak Bluffs,Democrat,Hillary Clinton,582,0.474
Massachusetts,MA,Oakham,Democrat, No Preference,2,0.006
Massachusetts,MA,Oakham,Democrat,Bernie Sanders,226,0.685
Massachusetts,MA,Oakham,Democrat,Hillary Clinton,101,0.306
Massachusetts,MA,Orange,Democrat, No Preference,6,0.005
Massachusetts,MA,Orange,Democrat,Bernie Sanders,744,0.669
Massachusetts,MA,Orange,Democrat,Hillary Clinton,357,0.321
Massachusetts,MA,Orleans,Democrat, No Preference,3,0.002
Massachusetts,MA,Orleans,Democrat,Bernie Sanders,857,0.523
Massachusetts,MA,Orleans,Democrat,Hillary Clinton,771,0.47100000000000000
Massachusetts,MA,Otis,Democrat, No Preference,1,0.004
Massachusetts,MA,Otis,Democrat,Bernie Sanders,165,0.589
Massachusetts,MA,Otis,Democrat,Hillary Clinton,113,0.40400000000000000
Massachusetts,MA,Oxford,Democrat, No Preference,20,0.012
Massachusetts,MA,Oxford,Democrat,Bernie Sanders,956,0.556
Massachusetts,MA,Oxford,Democrat,Hillary Clinton,726,0.42200000000000000
Massachusetts,MA,Palmer,Democrat, No Preference,29,0.018000000000000000
Massachusetts,MA,Palmer,Democrat,Bernie Sanders,934,0.564
Massachusetts,MA,Palmer,Democrat,Hillary Clinton,684,0.413
Massachusetts,MA,Paxton,Democrat, No Preference,9,0.012
Massachusetts,MA,Paxton,Democrat,Bernie Sanders,408,0.535
Massachusetts,MA,Paxton,Democrat,Hillary Clinton,341,0.447
Massachusetts,MA,Peabody,Democrat, No Preference,160,0.016
Massachusetts,MA,Peabody,Democrat,Bernie Sanders,4534,0.465
Massachusetts,MA,Peabody,Democrat,Hillary Clinton,4986,0.512
Massachusetts,MA,Pelham,Democrat, No Preference,1,0.002
Massachusetts,MA,Pelham,Democrat,Bernie Sanders,353,0.612
Massachusetts,MA,Pelham,Democrat,Hillary Clinton,223,0.386
Massachusetts,MA,Pembroke,Democrat, No Preference,41,0.014000000000000000
Massachusetts,MA,Pembroke,Democrat,Bernie Sanders,1721,0.568
Massachusetts,MA,Pembroke,Democrat,Hillary Clinton,1250,0.413
Massachusetts,MA,Pepperell,Democrat, No Preference,15,0.007000000000000000
Massachusetts,MA,Pepperell,Democrat,Bernie Sanders,1176,0.585
Massachusetts,MA,Pepperell,Democrat,Hillary Clinton,810,0.40300000000000000
Massachusetts,MA,Peru,Democrat, No Preference,0,0.0
Massachusetts,MA,Peru,Democrat,Bernie Sanders,77,0.546
Massachusetts,MA,Peru,Democrat,Hillary Clinton,62,0.44
Massachusetts,MA,Petersham,Democrat, No Preference,1,0.003
Massachusetts,MA,Petersham,Democrat,Bernie Sanders,243,0.698
Massachusetts,MA,Petersham,Democrat,Hillary Clinton,104,0.299
Massachusetts,MA,Phillipston,Democrat, No Preference,1,0.004
Massachusetts,MA,Phillipston,Democrat,Bernie Sanders,186,0.653
Massachusetts,MA,Phillipston,Democrat,Hillary Clinton,97,0.34
Massachusetts,MA,Pittsfield,Democrat, No Preference,48,0.006
Massachusetts,MA,Pittsfield,Democrat,Bernie Sanders,3956,0.48
Massachusetts,MA,Pittsfield,Democrat,Hillary Clinton,4204,0.51
Massachusetts,MA,Plainfield,Democrat, No Preference,0,0.0
Massachusetts,MA,Plainfield,Democrat,Bernie Sanders,153,0.6990000000000000
Massachusetts,MA,Plainfield,Democrat,Hillary Clinton,66,0.301
Massachusetts,MA,Plainville,Democrat, No Preference,12,0.01
Massachusetts,MA,Plainville,Democrat,Bernie Sanders,625,0.531
Massachusetts,MA,Plainville,Democrat,Hillary Clinton,535,0.455
Massachusetts,MA,Plymouth,Democrat, No Preference,65,0.007000000000000000
Massachusetts,MA,Plymouth,Democrat,Bernie Sanders,4997,0.529
Massachusetts,MA,Plymouth,Democrat,Hillary Clinton,4355,0.461
Massachusetts,MA,Plympton,Democrat, No Preference,5,0.01
Massachusetts,MA,Plympton,Democrat,Bernie Sanders,331,0.637
Massachusetts,MA,Plympton,Democrat,Hillary Clinton,183,0.35200000000000000
Massachusetts,MA,Princeton,Democrat, No Preference,2,0.003
Massachusetts,MA,Princeton,Democrat,Bernie Sanders,459,0.584
Massachusetts,MA,Princeton,Democrat,Hillary Clinton,324,0.41200000000000000
Massachusetts,MA,Provincetown,Democrat, No Preference,0,0.0
Massachusetts,MA,Provincetown,Democrat,Bernie Sanders,486,0.353
Massachusetts,MA,Provincetown,Democrat,Hillary Clinton,887,0.644
Massachusetts,MA,Quincy,Democrat, No Preference,164,0.01
Massachusetts,MA,Quincy,Democrat,Bernie Sanders,8218,0.503
Massachusetts,MA,Quincy,Democrat,Hillary Clinton,7770,0.47600000000000000
Massachusetts,MA,Randolph,Democrat, No Preference,37,0.006
Massachusetts,MA,Randolph,Democrat,Bernie Sanders,2194,0.366
Massachusetts,MA,Randolph,Democrat,Hillary Clinton,3727,0.622
Massachusetts,MA,Raynham,Democrat, No Preference,21,0.012
Massachusetts,MA,Raynham,Democrat,Bernie Sanders,893,0.508
Massachusetts,MA,Raynham,Democrat,Hillary Clinton,837,0.47600000000000000
Massachusetts,MA,Reading,Democrat, No Preference,46,0.009000000000000000
Massachusetts,MA,Reading,Democrat,Bernie Sanders,2554,0.479
Massachusetts,MA,Reading,Democrat,Hillary Clinton,2707,0.508
Massachusetts,MA,Rehoboth,Democrat, No Preference,6,0.004
Massachusetts,MA,Rehoboth,Democrat,Bernie Sanders,782,0.5820000000000000
Massachusetts,MA,Rehoboth,Democrat,Hillary Clinton,549,0.408
Massachusetts,MA,Revere,Democrat, No Preference,90,0.013000000000000000
Massachusetts,MA,Revere,Democrat,Bernie Sanders,3060,0.444
Massachusetts,MA,Revere,Democrat,Hillary Clinton,3690,0.535
Massachusetts,MA,Richmond,Democrat, No Preference,0,0.0
Massachusetts,MA,Richmond,Democrat,Bernie Sanders,0,0.0
Massachusetts,MA,Richmond,Democrat,Hillary Clinton,0,0.0
Massachusetts,MA,Rochester,Democrat, No Preference,10,0.012
Massachusetts,MA,Rochester,Democrat,Bernie Sanders,500,0.596
Massachusetts,MA,Rochester,Democrat,Hillary Clinton,325,0.387
Massachusetts,MA,Rockland,Democrat, No Preference,24,0.008
Massachusetts,MA,Rockland,Democrat,Bernie Sanders,1584,0.547
Massachusetts,MA,Rockland,Democrat,Hillary Clinton,1266,0.43700000000000000
Massachusetts,MA,Rockport,Democrat, No Preference,9,0.004
Massachusetts,MA,Rockport,Democrat,Bernie Sanders,1134,0.53
Massachusetts,MA,Rockport,Democrat,Hillary Clinton,995,0.465
Massachusetts,MA,Rowe,Democrat, No Preference,3,0.03
Massachusetts,MA,Rowe,Democrat,Bernie Sanders,62,0.614
Massachusetts,MA,Rowe,Democrat,Hillary Clinton,36,0.35600000000000000
Massachusetts,MA,Rowley,Democrat, No Preference,7,0.006
Massachusetts,MA,Rowley,Democrat,Bernie Sanders,658,0.578
Massachusetts,MA,Rowley,Democrat,Hillary Clinton,470,0.413
Massachusetts,MA,Royalston,Democrat, No Preference,1,0.004
Massachusetts,MA,Royalston,Democrat,Bernie Sanders,156,0.672
Massachusetts,MA,Royalston,Democrat,Hillary Clinton,73,0.315
Massachusetts,MA,Russell,Democrat, No Preference,0,0.0
Massachusetts,MA,Russell,Democrat,Bernie Sanders,92,0.586
Massachusetts,MA,Russell,Democrat,Hillary Clinton,64,0.408
Massachusetts,MA,Rutland,Democrat, No Preference,5,0.004
Massachusetts,MA,Rutland,Democrat,Bernie Sanders,826,0.612
Massachusetts,MA,Rutland,Democrat,Hillary Clinton,517,0.38300000000000000
Massachusetts,MA,Salem,Democrat, No Preference,59,0.006
Massachusetts,MA,Salem,Democrat,Bernie Sanders,5150,0.563
Massachusetts,MA,Salem,Democrat,Hillary Clinton,3895,0.426
Massachusetts,MA,Salisbury,Democrat, No Preference,12,0.008
